Commune,Niveau,Détails
Montoir-de-Bretagne (44550),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Montrelais (44370),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mouais (44590),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mouzeil (44850),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mouzeil (44850),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mouzillon (44330),Crise,zone : Bassin de la Sanguèze (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Mouzillon (44330),Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Mésanger (44522),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
"Nantes (44000, 44100, 44300, 44200)",Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
"Nantes (44000, 44100, 44300, 44200)",Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
"Nantes (44000, 44100, 44300, 44200)",Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
"Nantes (44000, 44100, 44300, 44200)",Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Nort-sur-Erdre (44390),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Nort-sur-Erdre (44390),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Nort-sur-Erdre (44390),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Nort-sur-Erdre (44390),Vigilance,zone : bassin d'alimentation des captages de Nort-sur-Erdre (eaux souterraines)<br>arrêté valable du 15/09/2022 au 31/10/2022
Notre-Dame-des-Landes (44130),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Notre-Dame-des-Landes (44130),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Noyal-sur-Brutz (44110),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Noyal-sur-Brutz (44110),Crise,zone : Bassin de l'Oudon (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Nozay (44170),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Orvault (44700),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Orvault (44700),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Oudon (44521),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Paimbœuf (44560),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Pannecé (44440),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Pannecé (44440),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Paulx (44270),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Petit-Auverné (44670),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Petit-Auverné (44670),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Petit-Mars (44390),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Pierric (44290),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Piriac-sur-Mer (44420),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
